Timestamp,Emotion,Probabilities
2025-09-04 13:50:49.465389,Sad,"[0.2249910831451416, 0.025041613727808, 0.15210336446762085, 0.1283082664012909, 0.34506964683532715, 0.00848405808210373, 0.11600193381309509]"
2025-09-04 13:50:49.505182,Sad,"[0.17851164937019348, 0.02078891731798649, 0.1545107215642929, 0.2074737548828125, 0.2259582281112671, 0.05260620638728142, 0.16015055775642395]"
2025-09-04 13:50:49.548000,Sad,"[0.1683768928050995, 0.016824958845973015, 0.19467414915561676, 0.056037191301584244, 0.34150683879852295, 0.01967189833521843, 0.20290808379650116]"
2025-09-04 13:50:49.589360,Sad,"[0.17813609540462494, 0.01836017705500126, 0.16097934544086456, 0.10709980130195618, 0.3313960134983063, 0.014991117641329765, 0.1890375167131424]"
2025-09-04 13:50:49.766333,Sad,"[0.21124301850795746, 0.02209080196917057, 0.14751560986042023, 0.117966428399086, 0.3183259069919586, 0.015391825698316097, 0.1674664467573166]"
2025-09-04 13:50:49.808917,Sad,"[0.16896840929985046, 0.019358176738023758, 0.14783838391304016, 0.20695826411247253, 0.20755931735038757, 0.07037556916475296, 0.17894190549850464]"
2025-09-04 13:50:49.867052,Sad,"[0.165506049990654, 0.01656986027956009, 0.20958545804023743, 0.05014326423406601, 0.3304832875728607, 0.024478638544678688, 0.20323339104652405]"
2025-09-04 13:50:49.931212,Sad,"[0.16980504989624023, 0.017038006335496902, 0.14761501550674438, 0.11744549125432968, 0.2931089997291565, 0.02387581579387188, 0.23111167550086975]"
2025-09-04 13:50:50.113763,Sad,"[0.1843489110469818, 0.021119488403201103, 0.15270474553108215, 0.19540748000144958, 0.23412902653217316, 0.047688018530607224, 0.16460232436656952]"
2025-09-04 13:50:50.167341,Sad,"[0.23093852400779724, 0.02705100178718567, 0.15729254484176636, 0.1337154358625412, 0.3574475049972534, 0.005923565477132797, 0.08763148635625839]"
2025-09-04 13:50:50.216297,Sad,"[0.1525295376777649, 0.014832086861133575, 0.2495877742767334, 0.0427103191614151, 0.27931687235832214, 0.04522927850484848, 0.21579411625862122]"
2025-09-04 13:50:50.258664,Sad,"[0.16653478145599365, 0.016397742554545403, 0.152506485581398, 0.09816918522119522, 0.29203420877456665, 0.027132738381624222, 0.2472248524427414]"
2025-09-04 13:50:50.391127,Sad,"[0.21970216929912567, 0.02482922188937664, 0.15521909296512604, 0.1448136270046234, 0.32118740677833557, 0.012257155030965805, 0.1219913586974144]"
2025-09-04 13:50:50.430498,Sad,"[0.18275435268878937, 0.021359579637646675, 0.15353065729141235, 0.20817935466766357, 0.2243095487356186, 0.053388483822345734, 0.15647798776626587]"
2025-09-04 13:50:50.473421,Sad,"[0.16054637730121613, 0.015947449952363968, 0.22287042438983917, 0.04813345521688461, 0.30621248483657837, 0.0339033268392086, 0.21238647401332855]"
2025-09-04 13:50:50.621739,Sad,"[0.2157529890537262, 0.026512572541832924, 0.16367207467556, 0.19597820937633514, 0.2743598520755768, 0.020922647789120674, 0.1028015986084938]"
2025-09-04 13:50:50.662893,Sad,"[0.18505451083183289, 0.021627215668559074, 0.1563345342874527, 0.2038085162639618, 0.23583590984344482, 0.0450158454477787, 0.15232352912425995]"
2025-09-04 13:50:50.703624,Sad,"[0.16522449254989624, 0.01657784916460514, 0.2240651398897171, 0.053876593708992004, 0.30304399132728577, 0.03369636833667755, 0.20351552963256836]"
2025-09-04 13:50:50.856553,Sad,"[0.22608834505081177, 0.025378737598657608, 0.15308023989200592, 0.1289176195859909, 0.34822946786880493, 0.007885348983108997, 0.11042032390832901]"
2025-09-04 13:50:50.896415,Sad,"[0.1730865091085434, 0.019933728501200676, 0.14890168607234955, 0.2076101005077362, 0.21076306700706482, 0.06672143936157227, 0.17298345267772675]"
2025-09-04 13:50:50.938049,Fear,"[0.12961295247077942, 0.0123123899102211, 0.2828138768672943, 0.03222596272826195, 0.22431185841560364, 0.09068291634321213, 0.22804006934165955]"
2025-09-04 13:50:50.978442,Sad,"[0.16070957481861115, 0.015898147597908974, 0.2261766493320465, 0.05096106603741646, 0.30354535579681396, 0.032809700816869736, 0.20989950001239777]"
2025-09-04 13:50:51.120237,Sad,"[0.23627568781375885, 0.028303856030106544, 0.1585131734609604, 0.1418389081954956, 0.3475988209247589, 0.006335867568850517, 0.08113362640142441]"
2025-09-04 13:50:51.161770,Sad,"[0.17319729924201965, 0.019968952983617783, 0.150088831782341, 0.20751535892486572, 0.21365930140018463, 0.06392433494329453, 0.17164592444896698]"
2025-09-04 13:50:51.288000,Sad,"[0.23033086955547333, 0.02565670944750309, 0.1489938199520111, 0.1066991537809372, 0.3921050429344177, 0.003792783245444298, 0.09242164343595505]"
2025-09-04 13:50:51.328174,Happy,"[0.14413206279277802, 0.01662359945476055, 0.1251346617937088, 0.27385789155960083, 0.1918390989303589, 0.052918691188097, 0.19549396634101868]"
2025-09-04 13:50:51.368045,Sad,"[0.11542217433452606, 0.01096208393573761, 0.25957438349723816, 0.01860533468425274, 0.27803775668144226, 0.07540561258792877, 0.24199266731739044]"
2025-09-04 13:50:51.408530,Sad,"[0.17128419876098633, 0.01961134932935238, 0.16345900297164917, 0.1890314370393753, 0.2645813524723053, 0.03091905266046524, 0.1611136645078659]"
2025-09-04 13:50:51.457116,Sad,"[0.17041192948818207, 0.017497370019555092, 0.14718858897686005, 0.1350581794977188, 0.2900298535823822, 0.023283399641513824, 0.2165306657552719]"
2025-09-04 13:50:51.592139,Sad,"[0.22173234820365906, 0.02445852756500244, 0.15520645678043365, 0.096572645008564, 0.40193429589271545, 0.003761816304177046, 0.09633398056030273]"
2025-09-04 13:50:51.633094,Sad,"[0.1669161170721054, 0.019153717905282974, 0.15158502757549286, 0.20676292479038239, 0.21707262098789215, 0.061132341623306274, 0.17737731337547302]"
2025-09-04 13:50:51.678394,Sad,"[0.17703883349895477, 0.020964648574590683, 0.2002546340227127, 0.14577613770961761, 0.2867819368839264, 0.030647339299321175, 0.13853642344474792]"
2025-09-04 13:50:51.826809,Sad,"[0.23346002399921417, 0.026675716042518616, 0.1522044837474823, 0.11647844314575195, 0.37989646196365356, 0.0042953831143677235, 0.08698944747447968]"
2025-09-04 13:50:51.868346,Happy,"[0.16729550063610077, 0.01938738115131855, 0.15168362855911255, 0.22411970794200897, 0.2212231606245041, 0.050331126898527145, 0.16595950722694397]"
2025-09-04 13:50:51.910061,Sad,"[0.17203785479068756, 0.01731019653379917, 0.1426587998867035, 0.12665198743343353, 0.29053834080696106, 0.022977162152528763, 0.22782571613788605]"
2025-09-04 13:50:52.062010,Sad,"[0.2247346192598343, 0.024389350786805153, 0.15251938998699188, 0.10891503840684891, 0.3616536259651184, 0.007316342554986477, 0.12047157436609268]"
2025-09-04 13:50:52.105334,Sad,"[0.16118189692497253, 0.01835036277770996, 0.15020662546157837, 0.20570781826972961, 0.21201904118061066, 0.06642725318670273, 0.18610702455043793]"
2025-09-04 13:50:52.145039,Sad,"[0.14558061957359314, 0.013259794563055038, 0.23747417330741882, 0.029614556580781937, 0.2911393642425537, 0.03694664314389229, 0.24598489701747894]"
2025-09-04 13:50:52.183976,Fear,"[0.1446274369955063, 0.01419397909194231, 0.2712875008583069, 0.043504778295755386, 0.256862074136734, 0.05926138162612915, 0.21026283502578735]"
2025-09-04 13:50:52.308719,Sad,"[0.2279541939496994, 0.024964801967144012, 0.14860916137695312, 0.11483912914991379, 0.36487874388694763, 0.0062724510207772255, 0.11248157173395157]"
2025-09-04 13:50:52.349564,Sad,"[0.16014321148395538, 0.01823369972407818, 0.14862950146198273, 0.20724333822727203, 0.21121801435947418, 0.06622235476970673, 0.188309907913208]"
2025-09-04 13:50:52.390782,Sad,"[0.1758234202861786, 0.01760878786444664, 0.1418553739786148, 0.12215264141559601, 0.29799187183380127, 0.02061348780989647, 0.22395440936088562]"
2025-09-04 13:50:52.563216,Sad,"[0.2253422886133194, 0.02463245578110218, 0.14902429282665253, 0.113716721534729, 0.3685199022293091, 0.0060023111291229725, 0.11276207864284515]"
2025-09-04 13:50:52.603740,Sad,"[0.17030757665634155, 0.019682619720697403, 0.15584373474121094, 0.20607465505599976, 0.22772827744483948, 0.05211883783340454, 0.16824422776699066]"
2025-09-04 13:50:52.644217,Sad,"[0.171365424990654, 0.01781519502401352, 0.2122221291065216, 0.06755484640598297, 0.31987786293029785, 0.025998402386903763, 0.1851661503314972]"
2025-09-04 13:50:52.786908,Sad,"[0.2246362864971161, 0.02432708442211151, 0.1479433923959732, 0.11696939170360565, 0.35471367835998535, 0.007642765995115042, 0.1237674131989479]"
2025-09-04 13:50:52.825819,Sad,"[0.16497649252414703, 0.018986502662301064, 0.15096724033355713, 0.21014438569545746, 0.22187374532222748, 0.055049244314432144, 0.17800234258174896]"
2025-09-04 13:50:52.866424,Neutral,"[0.10403250902891159, 0.011018086224794388, 0.18778839707374573, 0.10788418352603912, 0.13812468945980072, 0.2093883752822876, 0.24176377058029175]"
2025-09-04 13:50:52.906556,Sad,"[0.17181332409381866, 0.01698487438261509, 0.14908483624458313, 0.10336153209209442, 0.3035246431827545, 0.021645380184054375, 0.23358534276485443]"
2025-09-04 13:50:53.073360,Sad,"[0.22603842616081238, 0.024622630327939987, 0.14843085408210754, 0.12153308093547821, 0.34612083435058594, 0.008635914884507656, 0.1246182769536972]"
2025-09-04 13:50:53.114894,Sad,"[0.16886447370052338, 0.019390195608139038, 0.15074436366558075, 0.20672106742858887, 0.21450181305408478, 0.06359442323446274, 0.1761837601661682]"
2025-09-04 13:50:53.157780,Sad,"[0.15778782963752747, 0.0140500757843256, 0.20447005331516266, 0.028280431404709816, 0.31253665685653687, 0.027122261002659798, 0.25575265288352966]"
2025-09-04 13:50:53.284168,Sad,"[0.21718506515026093, 0.024700092151761055, 0.1575547456741333, 0.14087747037410736, 0.3363911509513855, 0.009588873013854027, 0.11370251327753067]"
2025-09-04 13:50:53.325647,Sad,"[0.19163011014461517, 0.022723255679011345, 0.1573445349931717, 0.20753292739391327, 0.23717761039733887, 0.04259885102510452, 0.1409926563501358]"
2025-09-04 13:50:53.367874,Sad,"[0.1666574478149414, 0.016479523852467537, 0.19169414043426514, 0.05568448826670647, 0.3188524842262268, 0.027381030842661858, 0.22325097024440765]"
2025-09-04 13:50:53.410361,Neutral,"[0.14956597983837128, 0.013801590539515018, 0.18582846224308014, 0.04404556006193161, 0.28204041719436646, 0.04108665511012077, 0.28363123536109924]"
2025-09-04 13:50:53.552250,Sad,"[0.21984335780143738, 0.025521915405988693, 0.15979169309139252, 0.1444266438484192, 0.33927205204963684, 0.008614991791546345, 0.10252933204174042]"
2025-09-04 13:50:53.595784,Sad,"[0.18469631671905518, 0.021656585857272148, 0.1545434594154358, 0.20809732377529144, 0.22746741771697998, 0.05061355233192444, 0.15292538702487946]"
2025-09-04 13:50:53.638896,Sad,"[0.1798335760831833, 0.020426558330655098, 0.2140924334526062, 0.12386975437402725, 0.28910067677497864, 0.03147517144680023, 0.14120179414749146]"
2025-09-04 13:50:53.680422,Sad,"[0.16832230985164642, 0.01677454076707363, 0.15004022419452667, 0.10834663361310959, 0.27589842677116394, 0.033318955451250076, 0.24729883670806885]"
2025-09-04 13:50:53.834077,Sad,"[0.22786253690719604, 0.025954071432352066, 0.15455058217048645, 0.12786157429218292, 0.35777488350868225, 0.006466453894972801, 0.09952991455793381]"
2025-09-04 13:50:53.877455,Sad,"[0.18666444718837738, 0.02177838608622551, 0.15701723098754883, 0.20076295733451843, 0.24093776941299438, 0.041816212236881256, 0.15102295577526093]"
2025-09-04 13:50:53.921003,Sad,"[0.1556500643491745, 0.015137138776481152, 0.2032412588596344, 0.062278810888528824, 0.273537278175354, 0.045162785798311234, 0.24499264359474182]"
2025-09-04 13:50:54.060931,Sad,"[0.2226978838443756, 0.024573519825935364, 0.15148785710334778, 0.12406355887651443, 0.3513145446777344, 0.007876355201005936, 0.11798624694347382]"
2025-09-04 13:50:54.101822,Sad,"[0.18033850193023682, 0.020519251003861427, 0.14644336700439453, 0.1937848925590515, 0.25700852274894714, 0.030544167384505272, 0.17136123776435852]"
2025-09-04 13:50:54.144562,Neutral,"[0.11107916384935379, 0.009784373454749584, 0.21154870092868805, 0.018778160214424133, 0.21474167704582214, 0.1088741198182106, 0.325193852186203]"
2025-09-04 13:50:54.185215,Neutral,"[0.10196761786937714, 0.011278742924332619, 0.16949798166751862, 0.14559894800186157, 0.13929063081741333, 0.19564427435398102, 0.23672179877758026]"
2025-09-04 13:50:54.227787,Neutral,"[0.09573037922382355, 0.0075887893326580524, 0.2325400710105896, 0.008600604720413685, 0.2075037658214569, 0.09535267949104309, 0.3526837229728699]"
2025-09-04 13:50:54.272582,Neutral,"[0.08844853192567825, 0.009902764111757278, 0.15352046489715576, 0.1992540806531906, 0.11706562340259552, 0.19982104003429413, 0.23198756575584412]"
2025-09-04 13:50:54.422100,Sad,"[0.2146228700876236, 0.02322574518620968, 0.14984166622161865, 0.130639910697937, 0.3264593183994293, 0.012330666184425354, 0.14287985861301422]"
2025-09-04 13:50:54.464560,Sad,"[0.18556778132915497, 0.021375872194767, 0.15671966969966888, 0.1933494359254837, 0.24703072011470795, 0.039124567061662674, 0.1568319946527481]"
2025-09-04 13:50:54.507526,Sad,"[0.1581980139017105, 0.015952525660395622, 0.2038765698671341, 0.0631055012345314, 0.2894487977027893, 0.04139034077525139, 0.2280282974243164]"
2025-09-04 13:50:54.548684,Neutral,"[0.1229119673371315, 0.012907909229397774, 0.15007813274860382, 0.16103394329547882, 0.16445092856884003, 0.12178942561149597, 0.26682761311531067]"
2025-09-04 13:50:54.589258,Neutral,"[0.12949740886688232, 0.013897106982767582, 0.13829003274440765, 0.20462854206562042, 0.16320928931236267, 0.10617842525243759, 0.24429920315742493]"
2025-09-04 13:50:54.633940,Neutral,"[0.15160761773586273, 0.015330648981034756, 0.1440248042345047, 0.12746843695640564, 0.20393604040145874, 0.08372249454259872, 0.27390992641448975]"
2025-09-04 13:50:54.684913,Neutral,"[0.1296536922454834, 0.013344760052859783, 0.1616227924823761, 0.11474417895078659, 0.18194326758384705, 0.1224965900182724, 0.2761947810649872]"
2025-09-04 13:50:54.729232,Neutral,"[0.1222834661602974, 0.011956240981817245, 0.1879158914089203, 0.05310412496328354, 0.19014503061771393, 0.14310689270496368, 0.29148826003074646]"
2025-09-04 13:50:54.771611,Neutral,"[0.15565225481987, 0.016007158905267715, 0.16645950078964233, 0.0946832224726677, 0.22346913814544678, 0.08876735717058182, 0.2549612820148468]"
2025-09-04 13:50:54.910906,Sad,"[0.2108805775642395, 0.022035151720046997, 0.1443391889333725, 0.12173862010240555, 0.3226422667503357, 0.013637425377964973, 0.16472677886486053]"
2025-09-04 13:50:54.951706,Sad,"[0.16866666078567505, 0.019425077363848686, 0.15419770777225494, 0.2061760127544403, 0.22311095893383026, 0.056010130792856216, 0.17241351306438446]"
2025-09-04 13:50:55.084209,Sad,"[0.20997941493988037, 0.023001473397016525, 0.15177056193351746, 0.14323173463344574, 0.3075900971889496, 0.01639476604759693, 0.14803194999694824]"
2025-09-04 13:50:55.124826,Sad,"[0.162624329328537, 0.018568843603134155, 0.1520521342754364, 0.20541998744010925, 0.21664950251579285, 0.06216389313340187, 0.18252137303352356]"
2025-09-04 13:50:55.166384,Sad,"[0.15142212808132172, 0.014571884647011757, 0.25665420293807983, 0.044791627675294876, 0.2604354918003082, 0.05385201796889305, 0.21827270090579987]"
2025-09-04 13:50:55.326062,Sad,"[0.2242162823677063, 0.026012074202299118, 0.15826644003391266, 0.14458240568637848, 0.3351341784000397, 0.009071058593690395, 0.10271762311458588]"
2025-09-04 13:50:55.367187,Sad,"[0.17721249163150787, 0.020629938691854477, 0.15548554062843323, 0.20707128942012787, 0.22826899588108063, 0.05094623193144798, 0.16038554906845093]"
2025-09-04 13:50:55.523091,Sad,"[0.21939699351787567, 0.024857191368937492, 0.1563800424337387, 0.1378776580095291, 0.3389418125152588, 0.009210740216076374, 0.11333556473255157]"
2025-09-04 13:50:55.568802,Sad,"[0.1965813934803009, 0.02206278219819069, 0.15105776488780975, 0.17622019350528717, 0.25363779067993164, 0.0364006869494915, 0.16403941810131073]"
2025-09-04 13:50:55.734472,Sad,"[0.23711317777633667, 0.02738773450255394, 0.15158449113368988, 0.11300849914550781, 0.3893091678619385, 0.0034569764975458384, 0.07813999801874161]"
2025-09-04 13:50:55.785733,Sad,"[0.19795756042003632, 0.02314845845103264, 0.15869879722595215, 0.1909542828798294, 0.2592115104198456, 0.03122621402144432, 0.1388031244277954]"
2025-09-04 13:50:55.920989,Sad,"[0.18159069120883942, 0.021401643753051758, 0.16129837930202484, 0.20527642965316772, 0.24599307775497437, 0.03827434033155441, 0.14616544544696808]"
2025-09-04 13:50:55.961764,Sad,"[0.22442057728767395, 0.025979863479733467, 0.15798185765743256, 0.1361273229122162, 0.35155463218688965, 0.006971015129238367, 0.09696479886770248]"
2025-09-04 13:50:56.002498,Sad,"[0.17005763947963715, 0.016702458262443542, 0.14164124429225922, 0.11017992347478867, 0.32077130675315857, 0.01482648029923439, 0.22582091391086578]"
2025-09-04 13:50:56.152508,Sad,"[0.2235829085111618, 0.025521308183670044, 0.1561712622642517, 0.1289941519498825, 0.35982465744018555, 0.006340032443404198, 0.09956564754247665]"
2025-09-04 13:50:56.192237,Sad,"[0.18697984516620636, 0.022167058661580086, 0.16029252111911774, 0.20736704766750336, 0.2450699806213379, 0.03767066076397896, 0.14045290648937225]"
2025-09-04 13:50:56.232827,Neutral,"[0.1370716243982315, 0.014610259793698788, 0.11516135931015015, 0.20424120128154755, 0.18339161574840546, 0.06943221390247345, 0.27609172463417053]"
2025-09-04 13:50:56.356654,Sad,"[0.2273126244544983, 0.025797059759497643, 0.15385791659355164, 0.12176670879125595, 0.3696953058242798, 0.005369281396269798, 0.09620120376348495]"
2025-09-04 13:50:56.397471,Sad,"[0.1756913810968399, 0.020448679104447365, 0.156810462474823, 0.2065201699733734, 0.23150935769081116, 0.04866605997085571, 0.1603539139032364]"
2025-09-04 13:50:56.521462,Sad,"[0.22480596601963043, 0.02586597204208374, 0.15668804943561554, 0.12756110727787018, 0.3662002682685852, 0.005553406197577715, 0.093325175344944]"
2025-09-04 13:50:56.563478,Sad,"[0.19672107696533203, 0.023241857066750526, 0.16018322110176086, 0.19652925431728363, 0.256989449262619, 0.03166091814637184, 0.13467422127723694]"
2025-09-04 13:50:56.726040,Sad,"[0.1922621876001358, 0.022991957142949104, 0.1624213308095932, 0.2048107385635376, 0.253139466047287, 0.03288271278142929, 0.1314915269613266]"
2025-09-04 13:50:56.767750,Sad,"[0.23137755692005157, 0.026237938553094864, 0.1520765870809555, 0.11690517514944077, 0.37690404057502747, 0.004667709581553936, 0.09183098375797272]"
2025-09-04 13:50:56.807579,Sad,"[0.16488222777843475, 0.015476690605282784, 0.23347046971321106, 0.03156150132417679, 0.31206566095352173, 0.029327573254704475, 0.21321581304073334]"
2025-09-04 13:50:56.848363,Sad,"[0.17267699539661407, 0.017099227756261826, 0.13984303176403046, 0.11917765438556671, 0.29545873403549194, 0.02124878205358982, 0.23449552059173584]"
2025-09-04 13:50:56.980241,Sad,"[0.2229282706975937, 0.025404024869203568, 0.1558389514684677, 0.14350971579551697, 0.3273339867591858, 0.010800352320075035, 0.11418470740318298]"
2025-09-04 13:50:57.021107,Sad,"[0.17279775440692902, 0.020213449373841286, 0.1531522274017334, 0.21340304613113403, 0.23554223775863647, 0.042739856988191605, 0.16215147078037262]"
2025-09-04 13:50:57.061195,Sad,"[0.16012164950370789, 0.015396371483802795, 0.26026543974876404, 0.03036164678633213, 0.3057525157928467, 0.03280802443623543, 0.19529429078102112]"
2025-09-04 13:50:57.101140,Fear,"[0.11486320942640305, 0.01092298049479723, 0.3243124783039093, 0.0352274626493454, 0.18255864083766937, 0.12212716788053513, 0.20998810231685638]"
2025-09-04 13:50:57.247273,Sad,"[0.20916590094566345, 0.02284911647439003, 0.15141351521015167, 0.1428944170475006, 0.30659955739974976, 0.016735920682549477, 0.15034160017967224]"
2025-09-04 13:50:57.287135,Sad,"[0.17863307893276215, 0.0208785030990839, 0.15757137537002563, 0.20659072697162628, 0.23431813716888428, 0.04628608003258705, 0.15572208166122437]"
2025-09-04 13:50:57.423095,Sad,"[0.17161297798156738, 0.01984487473964691, 0.15501147508621216, 0.20645761489868164, 0.22580716013908386, 0.053509421646595, 0.1677563488483429]"
2025-09-04 13:50:57.465659,Sad,"[0.21729061007499695, 0.02416672371327877, 0.15342497825622559, 0.14017938077449799, 0.3221801221370697, 0.012538365088403225, 0.13021987676620483]"
2025-09-04 13:50:57.509637,Fear,"[0.13390600681304932, 0.011991090141236782, 0.2648833692073822, 0.023721221834421158, 0.243797168135643, 0.06800596415996552, 0.25369518995285034]"
2025-09-04 13:50:57.672033,Sad,"[0.21649034321308136, 0.02454720064997673, 0.15741777420043945, 0.13824672996997833, 0.3408755660057068, 0.009011331014335155, 0.11341111361980438]"
2025-09-04 13:50:57.718360,Sad,"[0.19246800243854523, 0.022898467257618904, 0.15901267528533936, 0.2067747861146927, 0.24241392314434052, 0.03907804936170578, 0.13735409080982208]"
2025-09-04 13:50:57.766723,Happy,"[0.12875112891197205, 0.014328080229461193, 0.14019086956977844, 0.22327345609664917, 0.1573004573583603, 0.11703532934188843, 0.21912066638469696]"
2025-09-04 13:50:57.811867,Sad,"[0.16843265295028687, 0.017767513170838356, 0.14511390030384064, 0.15170681476593018, 0.2307184934616089, 0.0579228401184082, 0.22833777964115143]"
2025-09-04 13:50:57.957817,Sad,"[0.22762709856033325, 0.025739328935742378, 0.1524040848016739, 0.11368376016616821, 0.3856613039970398, 0.004136129282414913, 0.09074823558330536]"
2025-09-04 13:50:58.011600,Sad,"[0.19127318263053894, 0.02263692021369934, 0.15617883205413818, 0.2079945057630539, 0.23370499908924103, 0.04505053907632828, 0.1431610882282257]"
2025-09-04 13:50:58.062187,Sad,"[0.17874057590961456, 0.019183266907930374, 0.22025160491466522, 0.05788000300526619, 0.35892221331596375, 0.016089653596282005, 0.14893272519111633]"
2025-09-04 13:50:58.108765,Neutral,"[0.12719066441059113, 0.013822288252413273, 0.11971046030521393, 0.22324678301811218, 0.16769206523895264, 0.08396977931261063, 0.2643679082393646]"
2025-09-04 13:50:58.247676,Sad,"[0.21652266383171082, 0.02391890622675419, 0.152948260307312, 0.13510015606880188, 0.33002927899360657, 0.011251984164118767, 0.13022871315479279]"
2025-09-04 13:50:58.294077,Sad,"[0.19106239080429077, 0.02265036851167679, 0.15764129161834717, 0.20738452672958374, 0.23788145184516907, 0.04220708832144737, 0.14117290079593658]"
2025-09-04 13:50:58.362122,Sad,"[0.16818881034851074, 0.016389567404985428, 0.1377270668745041, 0.108183853328228, 0.3227592706680298, 0.01383202150464058, 0.232919380068779]"
2025-09-04 13:50:58.490205,Sad,"[0.19345064461231232, 0.022991076111793518, 0.15747535228729248, 0.20752811431884766, 0.23810389637947083, 0.041716378182172775, 0.13873453438282013]"
2025-09-04 13:50:58.531123,Sad,"[0.21870316565036774, 0.023842308670282364, 0.15024138987064362, 0.12958571314811707, 0.33198049664497375, 0.011065452359616756, 0.13458146154880524]"
2025-09-04 13:50:58.574302,Sad,"[0.16427835822105408, 0.015907621011137962, 0.13059929013252258, 0.10956009477376938, 0.3188008964061737, 0.01335085928440094, 0.2475028932094574]"
2025-09-04 13:50:58.718814,Sad,"[0.20578446984291077, 0.02153702639043331, 0.14533460140228271, 0.12605947256088257, 0.31516897678375244, 0.015419987961649895, 0.17069542407989502]"
2025-09-04 13:50:58.757932,Sad,"[0.18651777505874634, 0.022105619311332703, 0.159216970205307, 0.2074831873178482, 0.2444661408662796, 0.03803122416138649, 0.14217916131019592]"
2025-09-04 13:50:58.800142,Neutral,"[0.11658156663179398, 0.012827313505113125, 0.11888325214385986, 0.24110963940620422, 0.15436026453971863, 0.0929756611585617, 0.2632623314857483]"
2025-09-04 13:50:58.930458,Sad,"[0.2163296639919281, 0.022854378446936607, 0.14470136165618896, 0.12509281933307648, 0.31906387209892273, 0.014079875312745571, 0.15787802636623383]"
2025-09-04 13:50:58.974391,Sad,"[0.18972308933734894, 0.0225219689309597, 0.1606530100107193, 0.204894557595253, 0.24750860035419464, 0.03651685267686844, 0.13818195462226868]"
2025-09-04 13:50:59.111314,Sad,"[0.19122327864170074, 0.02273588255047798, 0.1595683991909027, 0.20647308230400085, 0.2437133640050888, 0.03844340518116951, 0.13784265518188477]"
2025-09-04 13:50:59.150722,Sad,"[0.22648657858371735, 0.024608254432678223, 0.14788709580898285, 0.12076997756958008, 0.3458808958530426, 0.00868889968842268, 0.12567825615406036]"
2025-09-04 13:50:59.279759,Sad,"[0.22813870012760162, 0.02568063884973526, 0.15274417400360107, 0.1342340111732483, 0.3361791968345642, 0.009441339410841465, 0.11358191072940826]"
2025-09-04 13:50:59.320718,Sad,"[0.17207744717597961, 0.019925571978092194, 0.1558113992214203, 0.20633386075496674, 0.2280150055885315, 0.05171458050608635, 0.16612212359905243]"
2025-09-04 13:50:59.362585,Fear,"[0.13589289784431458, 0.012884066440165043, 0.26041725277900696, 0.031887952238321304, 0.2574096918106079, 0.06326887756586075, 0.23823930323123932]"
2025-09-04 13:50:59.520663,Sad,"[0.21521560847759247, 0.022746331989765167, 0.14593595266342163, 0.12035836279392242, 0.3338770568370819, 0.011270037852227688, 0.1505967080593109]"
2025-09-04 13:50:59.561647,Sad,"[0.16034765541553497, 0.01823762059211731, 0.14783498644828796, 0.20678871870040894, 0.2085985243320465, 0.06910005956888199, 0.1890924721956253]"
2025-09-04 13:50:59.604373,Sad,"[0.1346563845872879, 0.012501521967351437, 0.26227378845214844, 0.026920652016997337, 0.2701878249645233, 0.0524597093462944, 0.24100016057491302]"
2025-09-04 13:50:59.749277,Sad,"[0.2125317007303238, 0.02256626822054386, 0.14784087240695953, 0.11908596009016037, 0.34341850876808167, 0.009773118421435356, 0.144783616065979]"
2025-09-04 13:50:59.790184,Sad,"[0.1714927703142166, 0.020057927817106247, 0.15578830242156982, 0.22395090758800507, 0.23238465189933777, 0.04176266863942146, 0.1545628011226654]"
2025-09-04 13:50:59.834860,Sad,"[0.14634665846824646, 0.014229080639779568, 0.23994092643260956, 0.038581132888793945, 0.2863450348377228, 0.04550246521830559, 0.2290547788143158]"
2025-09-04 13:50:59.878676,Neutral,"[0.12123207747936249, 0.01264189649373293, 0.109365314245224, 0.2269170731306076, 0.16410104930400848, 0.07090190798044205, 0.2948406934738159]"
2025-09-04 13:51:00.020737,Sad,"[0.21880021691322327, 0.023468540981411934, 0.14799298346042633, 0.1178947389125824, 0.3498527705669403, 0.008557307533919811, 0.13343343138694763]"
2025-09-04 13:51:00.065591,Happy,"[0.15777316689491272, 0.018098074942827225, 0.1452161818742752, 0.22347542643547058, 0.21353983879089355, 0.056371115148067474, 0.18552622199058533]"
2025-09-04 13:51:00.214914,Sad,"[0.20728300511837006, 0.022244025021791458, 0.14985530078411102, 0.13270814716815948, 0.319210410118103, 0.01418362371623516, 0.15451546013355255]"
2025-09-04 13:51:00.255711,Sad,"[0.1664528250694275, 0.019350435584783554, 0.15594135224819183, 0.21902821958065033, 0.2337324172258377, 0.04265338554978371, 0.16284142434597015]"
2025-09-04 13:51:00.386343,Sad,"[0.22574667632579803, 0.024740880355238914, 0.1495153158903122, 0.11971291154623032, 0.3550545573234558, 0.00741678336635232, 0.11781281977891922]"
2025-09-04 13:51:00.427333,Happy,"[0.15724782645702362, 0.018301017582416534, 0.14143770933151245, 0.23469850420951843, 0.2255871444940567, 0.04156697914004326, 0.18116088211536407]"
2025-09-04 13:51:00.507760,Fear,"[0.14494584500789642, 0.014033203944563866, 0.2804882824420929, 0.03428078815340996, 0.2719409763813019, 0.049485426396131516, 0.20482546091079712]"
